Profcoll_Fee,NTF,OSP ,DPD_Beginning,AMT_LLP_Beginning,AMT_LLP_Projection,Price_List,OS_LC
1000000,4743877.55,2617243.86,120,916035.351,916035.351,8300000,0
1200000,12244329.9,8932450.41,76,937907.2931,3126357.644,22100000,0
1200000,4870103.09,4672360.12,29,163532.6042,490597.8126,2800000,48230
1700000,13238709.59,13238709.59,79,1390064.507,4633548.357,17500000,0
1300000,7632989.69,7005521.82,42,735579.7911,735579.7911,8000000,84752.5
1200000,8534693.88,7943277.34,46,834044.1207,834044.1207,10900000,56712.5
1500000,2973514.41,2752766.36,106,963468.226,963468.226,3300000,0
1500000,8096907.22,7080280.91,16,247809.8319,743429.4956,12800000,93000
1200000,6817346.94,6247390.32,27,218658.6612,655975.9836,8500000,0
1500000,6405050.51,2309420.67,50,242489.1704,242489.1704,9800000,413510
1020500,7987755.1,7449858.2,30,260745.037,782235.111,10900000,121945
10000000,27997500,20272094.89,39,2128569.963,2128569.963,32488000,651554.33
1500000,6826804.12,4354161.48,73,457186.9554,1523956.518,10300000,1052675
1200000,10220618.56,8002249.97,90,840236.2469,2800787.49,15300000,0
1200000,5612244.9,5585598.27,60,586487.8184,586487.8184,6000000,0
1300000,6332088.25,4317477.49,74,453335.1365,1511117.122,8000000,1042450
1500000,5204081.63,4767875.64,134,1668756.474,2383937.82,6900000,68937.5
2500000,11348453.61,9930955.19,83,1042750.295,3475834.317,17000000,1221539.68
10204100,45832000,44870151.07,44,4711365.862,4711365.862,72500000,0
1300000,12398969.07,11908778.87,26,416807.2605,1250421.781,13400000,0
1500000,8146938.78,5824848.7,50,611609.1135,611609.1135,9300000,94380
1200000,6981443.3,6693321.23,104,2342662.431,2342662.431,9300000,0
1200000,9929896.91,9520213.26,43,999622.3923,999622.3923,13500000,0
1200000,9929896.91,9520213.26,43,999622.3923,999622.3923,13500000,0
1400000,5408163.27,5408163.27,73,567857.1434,1892857.145,7000000,0
1200000,6960204.08,6960204.08,46,730821.4284,730821.4284,8300000,0
1200000,6960204.08,6960204.08,46,730821.4284,730821.4284,8300000,0
1400000,4886734.69,4216588.73,228,4216588.73,4216588.73,7200000,419005
1200000,7547855.84,7521658.98,60,789774.1929,789774.1929,9000000,0
1200000,7334693.88,5759433.11,50,604740.4766,604740.4766,7100000,288750
1500000,10818556.7,7423725.69,74,779491.1975,2598303.992,12500000,2090947.5
1000000,2927551.02,1629210.15,109,570223.5525,570223.5525,5000000,0
1200000,8986597.94,7835461.94,43,822723.5037,822723.5037,11500000,175370
1200000,8986597.94,7835461.94,43,822723.5037,822723.5037,11500000,175370
1200000,7844897.96,6159776.9,54,646776.5745,646776.5745,11500000,24060
1200000,10136082.47,8376578.58,19,293180.2503,879540.7509,14700000,217690
1200000,8192783.51,7869003.82,22,275415.1337,826245.4011,8500000,92727.5
1500000,3264285.71,2819005.61,70,295995.5891,986651.9635,4900000,51900
1200000,4509278.35,4136565.88,242,4136565.88,4136565.88,4500000,0
1500000,7181632.65,3335093.09,91,1167282.582,1167282.582,9600000,0
1500000,10870103.09,9957887.11,140,3485260.489,4978943.555,15000000,0
1500000,7834693.88,7307176.44,104,2557511.754,2557511.754,9800000,0
1200000,7477551.02,7477551.02,43,785142.8571,785142.8571,9000000,0
1200000,8381632.65,7201062.58,80,756111.5709,2520371.903,10800000,0
1200000,8381632.65,7201062.58,80,756111.5709,2520371.903,10800000,0
1200000,11400000,7744491.66,91,2710572.081,2710572.081,19500000,0
1500000,4886734.69,3499471.43,134,1224815.001,1749735.715,15000000,186300
500000,4743877.55,2617243.86,119,916035.351,916035.351,12000000,0
1500000,3774489.8,2986852.31,73,313619.4926,1045398.309,4500000,114000
1200000,3652040.82,3402301.73,43,357241.6817,357241.6817,2400000,0
1500000,2616977.91,1560991.29,104,546346.9515,546346.9515,2400000,251782.5
10000000,55250000,47130635.52,70,4948716.73,16495722.43,60250000,0
1500000,10002061.86,9179381.28,19,321278.3448,963835.0344,12300000,114825
1500000,7987755.1,3765684.97,91,1317989.74,1317989.74,11500000,672800
1000000,4743877.55,2216877.01,61,232772.0861,775906.9535,8300000,0
1200000,8024742.27,7351419.26,60,771899.0223,771899.0223,9000000,81337.5
1200000,3652040.82,2876097.76,208,2876097.76,2876097.76,5000000,17032.5
1200000,4376530.61,3134164.61,167,1567082.305,3134164.61,6500000,285010
1300000,6960204.08,5500371.17,109,1925129.91,1925129.91,7500000,150265
1300000,6960204.08,5500371.17,109,1925129.91,1925129.91,7500000,150265
1200000,7148453.61,6267877,51,658127.085,658127.085,9500000,0
1200000,5403092.78,4477394.42,76,470126.4141,1567088.047,6900000,49380
1500000,6307142.86,3454697.54,111,1209144.139,1209144.139,10500000,419250
1300000,5408163.27,3451589.07,129,1208056.175,1725794.535,6900000,382310
1300000,5790816.33,2679608.02,91,937862.807,937862.807,13800000,0
1200000,5156565.66,2734209.26,165,1367104.63,2734209.26,4900000,370312.5
1200000,6511224.49,5594401.17,43,587412.1229,587412.1229,10400000,49950
1200000,9517525.77,8718858.31,43,915480.1226,915480.1226,11500000,17862.5
1500000,11193814.43,10249086.15,143,3587180.153,5124543.075,13000000,319200
12000000,49790000,45725896.09,167,22862948.05,45725896.09,125617570,0
1000000,3805102.04,1772594.42,76,186122.4141,620408.047,4000000,372002.5
1000000,6398979.59,5830744.28,197,5830744.28,5830744.28,8300000,168500
1200000,7921649.48,4963950.19,43,521214.77,521214.77,9800000,599590
1200000,6065656.57,2187037.31,169,1093518.655,2187037.31,9000000,0
1500000,5994897.96,3776725.45,139,1321853.908,1888362.725,11400000,0
1500000,9044897.96,8435936.76,152,4217968.38,8435936.76,10800000,129116.72
1500000,6307142.86,3459697.54,120,1210894.139,1210894.139,10000000,645000
1500000,6307142.86,3459697.54,120,1210894.139,1210894.139,10000000,645000
1200000,5663265.31,5284234.63,22,184948.2121,554844.6362,7200000,0
1300000,8192783.51,6443710.39,137,2255298.637,3221855.195,9800000,459940
1200000,7148453.61,4927063.54,61,517341.6717,1724472.239,9500000,476277.45
1500000,4810204.08,4147202.37,13,145152.083,435456.2489,7800000,129070
1331300,7987755.1,5710573.92,89,599610.2616,1998700.872,14700000,511830
19000000,175893000,149117770.5,43,15657365.9,15657365.9,164500000,0
19000000,175893000,149117770.5,43,15657365.9,15657365.9,164500000,0
1500000,3090816.33,2886141.54,22,101014.9539,303044.8617,5500000,0
1500000,3090816.33,2886141.54,22,101014.9539,303044.8617,5500000,0
1500000,10072448.98,7959433.72,99,2785801.802,2785801.802,13400000,0
1500000,10072448.98,7959433.72,99,2785801.802,2785801.802,13400000,0
1300000,7993814.43,5059672.01,24,177088.5204,531265.5611,12300000,0
1250000,6960204.08,6005234.34,59,630549.6057,630549.6057,9600000,0
1350000,3713265.31,3201379.9,238,3201379.9,3201379.9,4000000,50570
1500000,6723711.34,4912646.59,105,1719426.307,1719426.307,10300000,707000
10000000,42749772.21,37705314.97,106,13196860.24,13196860.24,35693200,0
12500000,46800000,43870338.59,61,4606385.552,15354618.51,67002000,0
1200000,9620618.56,8388658.57,54,880809.1499,880809.1499,13000000,0
1500000,7406185.57,7113435.07,208,7113435.07,7113435.07,10800000,11560
1500000,11972448.98,9400763.97,105,3290267.39,3290267.39,12400000,85680
10000000,73950000,64533111.08,39,6775976.663,6775976.663,95606700,0
1200000,13290721.65,10980382.46,55,1152940.158,1152940.158,29000000,568575
1500000,4743877.55,3735192.45,111,1307317.358,1307317.358,5000000,226090
1500000,4743877.55,3735192.45,111,1307317.358,1307317.358,5000000,226090
1500000,4560824.74,3116334.98,83,327215.1729,1090717.243,7000000,0
1200000,6775257.73,5907718.01,51,620310.3911,620310.3911,7800000,91530
1200000,5714285.71,5331899.19,51,559849.415,559849.415,7200000,0
1300000,9620618.56,7949960.98,61,834745.9029,2782486.343,11500000,0
1500000,6817346.94,5353029.99,91,1873560.497,1873560.497,8300000,79854.63
1200000,5816326.53,5816326.53,104,2035714.286,2035714.286,6700000,0
1200000,5816326.53,5816326.53,104,2035714.286,2035714.286,6700000,0
9000000,24377500,21959913.74,42,2305790.943,2305790.943,120750000,0
1500000,10136082.47,7405046.28,115,2591766.198,2591766.198,15300000,0
900000,6879797.98,1260361.82,122,441126.637,630180.91,14000000,0
1200000,8453061.22,6658565.14,29,233049.7799,699149.3397,11300000,127164.07
1200000,7148453.61,6572344.08,214,6572344.08,6572344.08,11300000,228716.81
1000000,4886734.69,4856398.4,27,169973.944,509921.832,7000000,0
1200000,10375257.73,9956106.36,16,348463.7226,1045391.168,12000000,103220
1000000,3652040.82,2015154.17,13,70530.39595,211591.1879,4000000,263057.5
8163300,38122000,36686697.84,61,3852103.273,12840344.24,42981121.56,0
1200000,8728865.98,8025576.61,212,8025576.61,8025576.61,9800000,0
1500000,8192783.51,5969547,106,2089341.45,2089341.45,12800000,986315
1200000,7663917.53,6027696,46,632908.08,632908.08,8500000,337670
1100000,6035714.29,5207425.8,19,182259.903,546779.709,6700000,0
1230000,4421649.48,4061972.01,119,1421690.204,1421690.204,4100000,82578.04
1200000,8259183.67,8259183.67,51,867214.2854,867214.2854,10800000,0
1500000,4335714.29,3085828.82,106,1080040.087,1080040.087,2600000,128107.5
1200000,5790816.33,5389542.3,44,565901.9415,565901.9415,9000000,0
1500000,3652040.82,2876097.76,134,1006634.216,1438048.88,3300000,34065
1200000,5469387.76,3892626.29,54,408725.7605,408725.7605,7800000,34020
1000000,6858163.27,6849945.61,61,719244.2891,2397480.964,7200000,0
1200000,6040206.19,2815401.32,82,295617.1386,985390.462,8000000,0
12250000,41173000,26990658.92,39,2834019.187,2834019.187,61500000,0
14300000,99416000,95400914.61,231,95400914.61,95400914.61,92185000,0
1500000,9970408.16,9970408.16,24,348964.2856,1046892.857,12000000,0
1500000,6515306.12,1897132.39,391,1897132.39,1897132.39,4700000,644210
1200000,9775257.73,9775257.73,25,342134.0206,1026402.062,13000000,0
1200000,7844897.96,7844897.96,17,274571.4286,823714.2858,13000000,0
10210000,40000000,40000000,11,1400000,4200000,35693200,0
12500000,67850000,55794474.49,830,55794474.49,55794474.49,73500000,1031100
1500000,9729591.84,1936455.43,355,1936455.43,1936455.43,8300000,1699107.5
12500000,63930000,59780570.86,679,59780570.86,59780570.86,63250000,1860270
1100000,8207547.09,1856148.13,271,1856148.13,1856148.13,6500000,1254035
12250000,133504000,85594427.45,3097,85594427.45,85594427.45,65500000,0
11000000,195509000,62402108.56,54,6552221.399,6552221.399,141219600,20783097.5
10000000,70550000,21439427.34,134,7503799.569,10719713.67,63860000,9315691.07
